Date,pr
28-09-2013,0.713544188
29-09-2013,0.802451995
30-09-2013,0.784108796
01-10-2013,0.744134767
02-10-2013,0.805895193
03-10-2013,0.830981919
04-10-2013,0.797237042
05-10-2013,0.769603292
06-10-2013,0.751659058
07-10-2013,0.757527544
08-10-2013,0.768090196
09-10-2013,0.757852062
10-10-2013,0.733027811
11-10-2013,0.729824213
12-10-2013,0.845005234
13-10-2013,0.808947059
14-10-2013,0.813024298
15-10-2013,0.780239694
16-10-2013,0.760519725
17-10-2013,0.802565964
18-10-2013,0.771059298
19-10-2013,0.747998715
20-10-2013,0.733380075
